검사분류코드,검사분류명,검사항목코드,검사항목명,참고치,단위,기본검체,검체용기 이미지,검체용기,주의사항,시행일,접수마감시간,보고소요시간,검사방법,검사의의,비고,동의어,오더가능여부,시행여부
L51,혈청검사,L5142,CMV IgM Ab,Nonreactive (<0.85),S/CO(Index),SST blood,이미지,SST blood 5mL,,(본원) 월-토,(본원) 월-금 : 16시까지 접수,토요일 : 11시까지 접수,(본원) 접수마감시간 이내 검체 : 당일 3시간 이내,접수마감시간 이후 검체 : 익일 결과 보고,Carbonyl metallo Immunoassay (CMIA),"선천성 감염이 의심되는 경우 신생아에서 CMV-specific IgM 항체를 검출하면 선천성 CMV 감염을 진단할 수 있다. 그러나 선천성 감염 환자의 10-15% 에서는 IgM 항체를 검출할 수 없다. 또한 CMV IgM 항체는 일차 감염 후 수개월간 지속될 수 있으므로 태어난지 2개월 이상 된 유아에서 single serum 에서 IgM 항체가 검출된 경우 선천성 감염 여부를 단정하기 어렵다. 일차감염 후 IgM 항체가 장기간 지속되거나 일부 reactivated latent infection 에서 IgM 항체가 검출되는 경우가 있어서 검사결과와 임상양상을 해석하기 어려운 경우가 있다. 생후 6개월 이상된 환자에서 연속 검체에서 항체 역가가 ×4배 이상 증가하면 최근 감염을 의심할 수 있다. 생후 감염에 의한 질환은 ① latent infection 의 재활성화, ② 유사한 또는 다른 항원 strain 에 의한 재감염, ③ 일차 감염 등에 의한다. 검사결과 보고: Non reactive, Equivocal, Reactive (Equivocal 로 나오는 결과는 검사실에서 재검하여 보고하며 ""1주 후 새 검체로 재검 요망""을 기록하여 보고함)",자동화검사실(TLA연결)로 이관(2011.12.21),자동화검사실
L26,FISH검사,L2662,"c-myc(8q24), FISH","monosomy <4, trisomy<1, tetrasomy <2.5",%,"Heparin BM 5-8 mL, 말초혈액, Tissue도 가능",이미지,,"채혈후 1-2시간 이내 검사실의뢰, 냉장보관","월~금,토","오후5시,오전 10시",7일,간기핵 FISH,Non-Hodgkin's Lymphoma에서 나타나는 유전자의 변화중 비교적 흔하게 확인되는 c-myc oncogene의 amplification을 FISH(fluorescence in situ hybridization) 방법을 이용하여 확인.,,c-MYC FISH,예,시행중
L30,일반화학(1),L3047,"CO2, total (serum)",24 - 31,mmol/L,SST blood,이미지,SST blood 5mL,진공채혈관 사용,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L22,혈액응고,L2201,Coagulation Panel,PT sec : 10.6 - 12.9 aPTT sec : 27.1 - 37.8 Fibrinogen mg/dL : 192 - 411,각 항목 참조,Citrate blood 2.7mL,이미지,"vacutainer(Sodium citrate, 현재 2.7 mL 공급)",환자의 Hct 이 55% 이상인 경우: 응고검사실에 연락하여 항응고제농도가 조절된 채혈관을 받아가서 채혈해야 함.,매일,24시간 검사,2시간(본원),Turbidimetry,,,"Coagulation panel(PT%, PT INR, PT sec, aPTT, Fibrinogen)",예,시행중
L22,혈액응고,L2225,Coagulation with D-dImer,PT sec : 10.6 - 12.9 aPTT sec : 27.1 - 37.8 Fibrinogen : 192 - 411 mg/dL D-dimer: 0.04~0.49 ug/mL(FEU),각 항목 참조,Citrate blood 2.7mL,이미지,"vacutainer(Sodium citrate, 현재 2.7 mL 공급)",환자의 Hct 이 55% 이상인 경우: 응고검사실에 연락하여 항응고제농도가 조절된 채혈관을 받아가서 채혈해야 함.,매일,24시간 검사,2시간(본원),Turbidimetry,,,Coagulation with D-dImer(Coagulation panel + D-dimer),예,시행중
L34,약물및중금속,L34403,Cocaine(코카인),Negative TEXT보고,,1RUR,이미지,Urine10mL,1) 접수마감 안내 (휴일시행안함) 월-금: 16시 토: 11시 2) 본 검사는 선별검사결과로 확진을 위해 추가 검사가 필요합니다. 본 결과는 의학적 목적으로만 이용해야 합니다.,"월-금,토",1) 접수마감 안내 (휴일시행안함) 월-금: 16시 토: 11시,4,KIMS (kinetic interaction of microparticles),코카인 선별검사,"[2011.4.25] 신규등록 [2014.10.21]주의사항,검사방법 변경 * 시행일/ 보고일 월-금(16시 접수까지)/4일, 토(11시 접수까지)/4일",코카인,예,시행중
L51,혈청검사,L5122,Cold agglutinin,≤1:16,,Plain blood 6 mL,이미지,Plain 6mL,채혈 즉시 혈청검사실 전달,금지),"월-금,토",월~금:오후 4:00,,다음날,접수검체는 화요일보고,Hemagglutination,"정상인에서도 1:16 이하의 한냉응집소(cold agglutinin)는 흔히 발견된다. 1:32나 1:64 이상이면 증가된 것으로 본다. 마이코플라즈마 폐렴(mycoplasma pneumonia) 환자의 약 55%가 cold agglutinin의 증가를 나타낸다. 트리파노조마 감염증(trypanosomiasis), 림프구성 백혈병, 용혈성 빈혈 및 인플루엔자 등의 호흡기 감염에도 나타난다.",
L71,외주검사,L7151,Collagen IV(외주),0 - 140,ng/ml,Serum: 0.5,이미지,SST,냉동,"월,목",오후 3:30,21일,Latex agglutination,간질환에서 증가하며 간섬유화를 동반한 중등도의 간염에서 많이 증가,녹십자의뢰 외주검사 (☏.578-0131),,예,시행중
L71,외주검사,L7152,Collagen IV-7S(외주),0-6.0,ng/ml,Serum: 0.5,이미지,SST,냉동,"월,목",오후 3:30,21일,Latex agglutination,조직의 섬유화의 표지자로서 주로 간섬유화 질환에서 증가한다.,녹십자의뢰 외주검사 (☏.578-0131),,예,시행중
L30,일반화학(1),L3527,Complement C3,70 - 150,mg/dL,SST blood,이미지,SST blood 5mL,"채혈 즉시 운송, 혈청분리(-40도 이하 보관)",(본원) 매일,매일,(본원) 24시간 검사 가능,24시간 검사 가능,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,Immunoturbidimetry,증가: 급성 염증성 질환,"자가면역질환, 균혈증, 조직손상, 만성 간염, 신장염, 선천성 C3 결핍증 등"
L30,일반화학(1),L3529,Complement C4,10 - 35,mg/dL,SST blood,이미지,SST blood 5mL,"채혈 즉시 운송, 혈청분리(-40도 이하 보관)",(본원) 매일,매일,(본원) 24시간 검사 가능,24시간 검사 가능,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,Immunoturbidimetry,증가: 급성 염증성 질환,"선천성 C4 결핍증, SLE, 급성사구체신염, 만성 간염 등"
L71,외주검사,L73771,Complement Hemolysis 50(외주),남 년도별 연령 : 0~999 참고치 : 32~58 여 년도별 연령 : 0~999 참고치 : 32~58,U/ml,Serum 4 ml,이미지,14. Serum-4.0,냉동,월-금,검사 시행일 전날 오후 3시,3일,TIA,"보체가의 측정법은 Mayer법이 알려져 있으며 이것에 따르면 보체의 1단위는 적당한 농도의 용혈소로 감작시킨 면양적혈구 5 x 108 개의 50%을 7.5 ml의 반응용량으로 37℃에서 60분 동안에 용혈을 일으키는데 필요한 양으로 정의 한다. 환자의 serum 내의 보체의 양을 측정함으로서 제 2, 3형의 알레르기반응, 혈청병, Arthus반응 등의 생체반응의 발전기전으로써 다량의 항원항체 결합물의 생성에 의한 보체계의 과도한 활성화 또는 보체결합의 C1 inactivator(C1INA)의 결손에 의한 유전성혈관신경성부종질환을 판단하는데 이용한다.",[2012.7.9] 신규등록 녹십자의뢰 외주검사 (☏.578-0131),CH50,예,시행중
L25,분자유전학,L25395,"Congenital adrenal hyperplasia(CAH),CYP21A2 sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, Sequencing","1. 유전자: CYP21A2 [cytochrome P450, family 21, subfamily A, polypeptide 2; 6p21.; Gene ID 1589] 2. 분자진단검사: 상기 유전자의 exons 1-10의 5'UTR, coding region과 그 flanking region의 염기서열과 deletion/duplication을 검사함. 3. 관련 질환: Congenital adrenal hyperplasia (21-hydroxylase deficiency) 4. 배경, 의의:Congenital adrenal hyperplasia는 스테로이드 생합성 과정에 관여하는 효소가 결핍되어 일어나는 질병으로 이 질환의 약 95%정도는 steroid 21-hydroxylase 결핍에 의해서 겉질스테로이드, 광물 부신겉질호르몬의 부족, 과도한 안드로겐의 생성 등이 생겨 남성화, 염소 소모 등의 증상을 나타내는 유전성 질환임. 이 질환은 상염색체 열성으로 유전하며, 원인유전자는 CYP21A2임. 본 검사를 통해 환자의 80-95%에서 CYP21A2 유전자의 원인 돌연변이를 진단하여 확진, 증상 전 진단이 가능함.",[2011.11.16]신규등록,,예,시행중
L25,분자유전학,L25425,"Congenital central hypoventilation syndrome (CCHS), PHOX2B sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, Sequencing","1. 유전자: PHOX2B [paired-loke homeobox 2b; 4p12; Gene ID 8929] 2. 분자진단검사: 상기 유전자의 exons 1-3의 5'UTR, coding region과 그 flanking region의 염기서열을 검사함. 3. 관련 질환: Congenital central hypoventilation syndrome, Haddad syndrome 4. 배경, 의의 Congenital central hypoventilation syndrome (CCHS)는 상염색체우성으로 유전되는 드문 유전질환으로 자율신경계 이상에 의한 저환기 또는 호흡곤란을 유발하는 질환임. 주로 신생아 때부터 발병하나, 성인이 되어서 발병하기도 함. 호흡곤란과 함께 자율신경계 이상, neural crest 기원종양, Hirschsprung disease가 동반될 수 있음. 본 검사로 질환이 의심되는 환자 및 가족에서 원인 돌연변이를 검출하여 확진이 가능하며, 돌연변이가 확인된 경우 유전상담 및 산전진단이 가능함.",[2012.12.17] 신규검사등록,,예,시행중
L25,분자유전학,L25306,"Congenital Insensitivity to Pain with Anhidrosis; HSAN Type IV, NTRK1 sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing","1. 유전자: NTRK1 [neurotrophic tyrosine kinase, receptor, type 1, (also known as tyrosine kinase receptor A (TRKA); Gene ID 4914] 2. 분자진단검사: 상기유전자의 exons 1-17의 5'UTR과 coding region 및 그 flanking region의 염기서열을 검사함. 3. 관련 질환: Congenital Insensitivity to Pain with Anhidrosis; HSAN Type IV 4. 배경, 의의:Congenital Insensitivity to Pain with Anhidrosis; HSAN Type IV는 상염색체 열성으로 유전되며, 통증감각과 온도감각을 못 느끼고, 땀이 나지 않는 것을 주증상으로 하는 질환으로, 유년기의 통증을 느끼지 못하는 증상과 잦은 외상, 골절, 자신의 혀와 구강내점막, 입술, 손가락을 깨무는 증상, 잦은 열(땀 배출이 안됨)을 주증상으로 하는 질환임. NTRK1 유전자는 현재까지 알려진 이 질환의 유일한 원인 유전자임. 본 검사로 이 질환이 의심되는 가족성 환자와 산발성 환자의 90% 이상에서 돌연변이가 발견되어 확진이 가능하며, 돌연변이가 발견되는 가족에서 산전 진단도 가능함.",,Congenital insensitivity to pain with Anhidrosis,예,시행중
L70,혈액은행검사,L7040,Coombs` Anti-C₃d,Negative,,6 mL용 EDTA blood,이미지,,채혈즉시 접수,월-일,오후12:00,1일,Column Agglutination,체내 적혈구에 보체가 감작(sensitization)되어 있는지 여부를 알 수 있다.,,Anti-C₃d,예,시행중
L70,혈액은행검사,L7037,Coombs` Anti-Ig G,Negative,,6 mL용 EDTA blood,이미지,,채혈즉시 접수,월-일,오후12:00,1일,Column Agglutination,체내 적혈구에 IgG 가 감작(sensitization)되어 있는지 여부를 알 수 있다.,,Anti-IgG,예,시행중
L30,일반화학(1),L3083,CO-OXIMETER,T Hb: 13 - 17,Hb: 94 - 100,비흡연:<1,0.4 - 1.5,% O2: 15 - 3,T Hb: g/dL,Hb: %,%,%,% O2: %,Arterial blood,이미지,Heparin syringe 3mL,,(본원) 매일
L71,외주검사,L7335,Coproporphyrin (24h urine)(외주),남 년도별 연령 : 0~999 참고치 : 20~200 여 년도별 연령 : 0~999 참고치 : 20~200,㎍/d,24h UR 20 ml,이미지,30. 24H Urine 20mL,"냉장, 차광","1,3주 수",검사 시행일 전날 오후 3시,16일,Spectrophotometry,"선천성 porphyria, 납중독, 용혈성 빈혈, 저색소성 악성 빈혈, 백혈병, 간질환에서 증가하고, 급성 간헐성 porphyia, 간성 coproporphyria, 이형 porphyria 에서 감소한다. * Porphyrin 증가 : porphyrin 대사에 필요한 효소의 선천성 이상으로 요중 porphyrin 체 배설이 현저하게 증가하고, 또한 porphyrin 증 특유의 피부 신경 증상을 보이는 희귀질환 * Porphyrin 뇨증 : 약물 및 독물 중독, 간 및 조혈기 장애 등에서 수반하는 2차적인 것으로, Porphyrin 증의 증상은 없이 요중 porphyrin 체가 증가한다. 납중독이 임상적으로 중요하다.",녹십자의뢰 외주검사(☏.578-0131) [2010.10.1]검사방법 변경 기존 : Colorimetry 변경 : Spectrophotometry,,예,시행중
L30,일반화학(1),L30102,Cord ABGA,pH: 7.31 - 7.41,0.2 - 1.2,30 - 50,22 - 28,-2 - 2,CT:,SAT: 60 - 85,ABGA 단위 참조,Cord blood,이미지,Heparin syringe 3mL,채혈 후 즉시 접수 요망. 응고된 검체 검사 불가능,(본원) 매일,매일,월-금
L25,분자유전학,L25201,"Corneal dystrophy, TGFBI(1), (exon 4, 11-14) sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing","1. 대상유전자: TGFBI [Transforming growth factor, beta-induced; 5q31; Gene ID 7045] 2. 분자진단검사: 상기 유전자의 exons 1-17 의 5'UTR, coding region 과 그 flanking region 의 염기서열을 검사함. 3. 관련 질환: Corneal dystrophy 4. 배경, 의의: TGFBI 유전자는 corneal dystrophy(CD)의 대표적 원인유전자로 Lattice CD (type I, IIIA 등),Granular CD, Avelino CD, Reis-Bueckler CD, Thiel-Benke CD 등의 임상 유형이 관련됨. 각 돌연변이에서 genotype-phenotype 의 일부 연관성이 있음. 본 검사는 검사의 효율과 환자의 편의를 위해 돌연변이가 호발하는 부위를 단계적으로 검사할 수 있도록 3가지 code를 개설함 . Corneal dystrophy (1), TGFBI, (exon 4, 11-14): 돌연변이 호발 부위 . Corneal dystrophy (2), TGFBI, (exon 1-3, 5-10, 15-17): 상기 호발부위를 제외한 나머지 부위 . Corneal dystrophy (3), TGFBI, (exon 1-17): 전체 exon",,각막이영양증,예,시행중
L25,분자유전학,L25202,"Corneal dystrophy, TGFBI(2), (exon 1-3, 5-10, 15-17) sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing","1. 대상유전자: TGFBI [Transforming growth factor, beta-induced; 5q31; Gene ID 7045] 2. 분자진단검사: 상기 유전자의 exons 1-17 의 5'UTR, coding region 과 그 flanking region 의 염기서열을 검사함. 3. 관련 질환: Corneal dystrophy 4. 배경, 의의: TGFBI 유전자는 corneal dystrophy(CD)의 대표적 원인유전자로 Lattice CD (type I, IIIA 등),Granular CD, Avelino CD, Reis-Bueckler CD, Thiel-Benke CD 등의 임상 유형이 관련됨. 각 돌연변이에서 genotype-phenotype 의 일부 연관성이 있음. 본 검사는 검사의 효율과 환자의 편의를 위해 돌연변이가 호발하는 부위를 단계적으로 검사할 수 있도록 3가지 code를 개설함 . Corneal dystrophy (1), TGFBI, (exon 4, 11-14): 돌연변이 호발 부위 . Corneal dystrophy (2), TGFBI, (exon 1-3, 5-10, 15-17): 상기 호발부위를 제외한 나머지 부위 . Corneal dystrophy (3), TGFBI, (exon 1-17): 전체 exon",,각막이영양증,예,시행중
L25,분자유전학,L25177,"Corneal dystrophy, TGFBI(3), (exon 1-17, 전체 exon) sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing","1. 대상유전자: TGFBI [Transforming growth factor, beta-induced; 5q31; Gene ID 7045] 2. 분자진단검사: 상기 유전자의 exons 1-17 의 5'UTR, coding region 과 그 flanking region 의 염기서열을 검사함. 3. 관련 질환: Corneal dystrophy 4. 배경, 의의: TGFBI 유전자는 corneal dystrophy(CD)의 대표적 원인유전자로 Lattice CD (type I, IIIA 등),Granular CD, Avelino CD, Reis-Bueckler CD, Thiel-Benke CD 등의 임상 유형이 관련됨. 각 돌연변이에서 genotype-phenotype 의 일부 연관성이 있음. 본 검사는 검사의 효율과 환자의 편의를 위해 돌연변이가 호발하는 부위를 단계적으로 검사할 수 있도록 3가지 code를 개설함 . Corneal dystrophy (1), TGFBI, (exon 4, 11-14): 돌연변이 호발 부위 . Corneal dystrophy (2), TGFBI, (exon 1-3, 5-10, 15-17): 상기 호발부위를 제외한 나머지 부위 . Corneal dystrophy (3), TGFBI, (exon 1-17): 전체 exon",,각막이영양증,예,시행중
L52,"호르몬,종양표지자검사",L5207,"Cortisol(Serum)(24시간검사시행,진검)",오전 6 ~ 19 ug/dL 오후 2 ~ 12ug/dL,ug/dL,SST blood 2 mL,이미지,,,매일 24시간시행,,,CMIA,"Cortisol은 glucocorticoid의 주요 호르몬으로 부신피질 속상대에서 분비되며,그 분비는 뇌하수체에서 분비되는 ACTH에 의해 조절된다. 생체의 항상성 유지,stress에 대응하는 가장 중요한 호르몬으로 당신생 촉진,지질대사 조절이나 항염증 작용등이 주요 작용이다. 증가: 쿠싱증후군, 갑상선기능항진, 부신피질암, 임신 감소:부신기능저하, 에디슨병""",[2009.4.27]소아진단검사의학과 24시간 신속검사 시행,코티솔,예,시행중
